ID,Title,Related requirements,Category,Severity,Resource type,AWS Config rule,Schedule type,Parameters,Description
CloudFront.12,CloudFront distributions should not point to non-existent S3 origins,"NIST.800-53.r5 CM-2, NIST.800-53.r5 CM-2(2)",Identify > Resource configuration,High,AWS::CloudFront::Distribution,cloudfront-s3-origin-non-existent-bucket,Periodic,None," This control checks whether Amazon CloudFront distributions are pointing to non-existent Amazon S3 origins. The control fails for a CloudFront distribution if the origin is configured to point to a non-existent bucket. This control only applies to CloudFront distributions where an S3 bucket without static website hosting is the S3 origin. When a CloudFront distribution in your account is configured to point to a non-existent bucket, a malicious third party can create the referenced bucket and serve their own content through your distribution. We recommend checking all origins regardless of routing behavior to ensure that your distributions are pointing to appropriate origins."
CloudFront.13,CloudFront distributions should use origin access control,,Protect > Secure access management > Resource policy configuration,Medium,AWS::CloudFront::Distribution,cloudfront-s3-origin-access-control-enabled,Change triggered,None," This control checks whether an Amazon CloudFront distribution with an Amazon S3 origin has origin access control (OAC) configured. The control fails if OAC isn't configured for the CloudFront distribution. When using an S3 bucket as an origin for your CloudFront distribution, you can enable OAC. This permits access to the content in the bucket only through the specified CloudFront distribution, and prohibits access directly from the bucket or another distribution. Although CloudFront supports Origin Access Identity (OAI), OAC offers additional functionality, and distributions using OAI can migrate to OAC. While OAI provides a secure way to access S3 origins, it has limitations, such as lack of support for granular policy configurations and for HTTP/HTTPS requests that use the POST method in AWS Regions that require AWS Signature Version 4 (SigV4). OAI also doesn't support encryption with AWS Key Management Service. OAC is based on an AWS best practice of using IAM service principals to authenticate with S3 origins."
CloudTrail.1,CloudTrail should be enabled and configured with at least one multi-Region trail that includes read and write management events,"CIS AWS Foundations Benchmark v1.2.0/2.1, CIS AWS Foundations Benchmark v1.4.0/3.1, NIST.800-53.r5 AC-2(4), NIST.800-53.r5 AC-4(26), NIST.800-53.r5 AC-6(9), NIST.800-53.r5 AU-10, NIST.800-53.r5 AU-12, NIST.800-53.r5 AU-2, NIST.800-53.r5 AU-3, NIST.800-53.r5 AU-6(3), NIST.800-53.r5 AU-6(4), NIST.800-53.r5 AU-14(1), NIST.800-53.r5 CA-7, NIST.800-53.r5 SC-7(9), NIST.800-53.r5 SI-3(8), NIST.800-53.r5 SI-4(20), NIST.800-53.r5 SI-7(8), NIST.800-53.r5 SA-8(22)",Identify > Logging,High,AWS::::Account,multi-region-cloudtrail-enabled,Periodic,," This control checks that there is at least one multi-Region CloudTrail trail. It also checks that the   ExcludeManagementEventSources   parameter is empty for at least one of those trails. AWS CloudTrail records AWS API calls for your account and delivers log files to you. The recorded information includes the following information. CloudTrail provides a history of AWS API calls for an account, including API calls made from the AWS Management Console, AWS SDKs, command line tools. The history also includes API calls from higher-level AWS services such as AWS CloudFormation. The AWS API call history produced by CloudTrail enables security analysis, resource change tracking, and compliance auditing. Multi-Region trails also provide the following benefits. By default, CloudTrail trails that are created using the AWS Management Console are multi-Region trails."
CloudTrail.2,CloudTrail should have encryption at-rest enabled,"PCI DSS v3.2.1/3.4, CIS AWS Foundations Benchmark v1.2.0/2.7, CIS AWS Foundations Benchmark v1.4.0/3.7, NIST.800-53.r5 AU-9, NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-3(6), NIST.800-53.r5 SC-13, NIST.800-53.r5 SC-28, NIST.800-53.r5 SC-28(1), NIST.800-53.r5 SC-7(10), NIST.800-53.r5 SI-7(6)",Protect > Data protection > Encryption of data at rest,Medium,AWS::CloudTrail::Trail,cloud-trail-encryption-enabled,Periodic,None," This control checks whether CloudTrail is configured to use the server-side encryption (SSE) AWS KMS key encryption. The control fails if the   KmsKeyId   isn't defined. For an added layer of security for your sensitive CloudTrail log files, you should use   server-side encryption with AWS KMS keys (SSE-KMS)   for your CloudTrail log files for encryption at rest. Note that by default, the log files delivered by CloudTrail to your buckets are encrypted by   Amazon server-side encryption with Amazon S3-managed encryption keys (SSE-S3)   ."
CloudTrail.3,CloudTrail should be enabled,"PCI DSS v3.2.1/10.1, PCI DSS v3.2.1/10.2.1, PCI DSS v3.2.1/10.2.2, PCI DSS v3.2.1/10.2.3, PCI DSS v3.2.1/10.2.4, PCI DSS v3.2.1/10.2.5, PCI DSS v3.2.1/10.2.6, PCI DSS v3.2.1/10.2.7, PCI DSS v3.2.1/10.3.1, PCI DSS v3.2.1/10.3.2, PCI DSS v3.2.1/10.3.3, PCI DSS v3.2.1/10.3.4, PCI DSS v3.2.1/10.3.5, PCI DSS v3.2.1/10.3.6",Identify > Logging,High,AWS::::Account,cloudtrail-enabled,Periodic,None," This control checks whether CloudTrail is enabled in your AWS account. The control fails if your account doesn't have at least one CloudTrail trail. However, some AWS services do not enable logging of all APIs and events. You should implement any additional audit trails other than CloudTrail and review the documentation for each service in   CloudTrail Supported Services and Integrations   ."
CloudTrail.4,CloudTrail log file validation should be enabled,"PCI DSS v3.2.1/10.5.2, PCI DSS v3.2.1/10.5.5, CIS AWS Foundations Benchmark v1.2.0/2.2, CIS AWS Foundations Benchmark v1.4.0/3.2, NIST.800-53.r5 AU-9, NIST.800-53.r5 SI-4, NIST.800-53.r5 SI-7(1), NIST.800-53.r5 SI-7(3), NIST.800-53.r5 SI-7(7)",Data protection > Data integrity,Low,AWS::CloudTrail::Trail,cloud-trail-log-file-validation-enabled,Periodic,None," This control checks whether log file integrity validation is enabled on a CloudTrail trail. CloudTrail log file validation creates a digitally signed digest file that contains a hash of each log that CloudTrail writes to Amazon S3. You can use these digest files to determine whether a log file was changed, deleted, or unchanged after CloudTrail delivered the log. Security Hub recommends that you enable file validation on all trails. Log file validation provides additional integrity checks of CloudTrail logs."
CloudTrail.5,CloudTrail trails should be integrated with Amazon CloudWatch Logs,"PCI DSS v3.2.1/10.5.3, CIS AWS Foundations Benchmark v1.2.0/2.4, CIS AWS Foundations Benchmark v1.4.0/3.4, NIST.800-53.r5 AC-2(4), NIST.800-53.r5 AC-4(26), NIST.800-53.r5 AC-6(9), NIST.800-53.r5 AU-10, NIST.800-53.r5 AU-12, NIST.800-53.r5 AU-2, NIST.800-53.r5 AU-3, NIST.800-53.r5 AU-6(1), NIST.800-53.r5 AU-6(3), NIST.800-53.r5 AU-6(4), NIST.800-53.r5 AU-6(5), NIST.800-53.r5 AU-7(1), NIST.800-53.r5 CA-7, NIST.800-53.r5 SC-7(9), NIST.800-53.r5 SI-20, NIST.800-53.r5 SI-3(8), NIST.800-53.r5 SI-4(20), NIST.800-53.r5 SI-4(5), NIST.800-53.r5 SI-7(8)",Identify > Logging,Low,AWS::CloudTrail::Trail,cloud-trail-cloud-watch-logs-enabled,Periodic,None," This control checks whether CloudTrail trails are configured to send logs to CloudWatch Logs. The control fails if the   CloudWatchLogsLogGroupArn   property of the trail is empty. CloudTrail uses Amazon S3 for log file storage and delivery. You can capture CloudTrail logs in a specified S3 bucket for long-term analysis. To perform real-time analysis, you can configure CloudTrail to send logs to CloudWatch Logs. For a trail that is enabled in all Regions in an account, CloudTrail sends log files from all of those Regions to a CloudWatch Logs log group. Security Hub recommends that you send CloudTrail logs to CloudWatch Logs. Note that this recommendation is intended to ensure that account activity is captured, monitored, and appropriately alarmed on. You can use CloudWatch Logs to set this up with your AWS services. This recommendation does not preclude the use of a different solution. Sending CloudTrail logs to CloudWatch Logs facilitates real-time and historic activity logging based on user, API, resource, and IP address. You can use this approach to establish alarms and notifications for anomalous or sensitivity account activity."
CloudTrail.6,Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible,"CIS AWS Foundations Benchmark v1.2.0/2.3, CIS AWS Foundations Benchmark v1.4.0/3.3",Identify > Logging,Critical,AWS::CloudTrail::Trail,None (custom Security Hub rule),Periodic and change triggered,None," CloudTrail logs a record of every API call made in your account. These log files are stored in an S3 bucket. CIS recommends that the S3 bucket policy, or access control list (ACL), applied to the S3 bucket that CloudTrail logs to prevents public access to the CloudTrail logs. Allowing public access to CloudTrail log content might aid an adversary in identifying weaknesses in the affected account's use or configuration. To run this check, Security Hub first uses custom logic to look for the S3 bucket where your CloudTrail logs are stored. It then uses the AWS Config managed rules to check that bucket is publicly accessible. If you aggregate your logs into a single centralized S3 bucket, then Security Hub only runs the check against the account and Region where the centralized S3 bucket is located. For other accounts and Regions, the control status is   No data   . If the bucket is publicly accessible, the check generates a failed finding."
CloudTrail.7,Ensure S3 bucket access logging is enabled on the CloudTrail S3 bucket,"CIS AWS Foundations Benchmark v1.2.0/2.6, CIS AWS Foundations Benchmark v1.4.0/3.6",Identify > Logging,Low,AWS::CloudTrail::Trail,None (custom Security Hub rule),Periodic,None," S3 bucket access logging generates a log that contains access records for each request made to your S3 bucket. An access log record contains details about the request, such as the request type, the resources specified in the request worked, and the time and date the request was processed. CIS recommends that you enable bucket access logging on the CloudTrail S3 bucket. By enabling S3 bucket logging on target S3 buckets, you can capture all events that might affect objects in a target bucket. Configuring logs to be placed in a separate bucket enables access to log information, which can be useful in security and incident response workflows. To run this check, Security Hub first uses custom logic to look for the bucket where your CloudTrail logs are stored and then uses the AWS Config managed rule to check if logging is enabled. If CloudTrail delivers log files from multiple AWS accounts into a single destination Amazon S3 bucket, Security Hub evaluates this control only against the destination bucket in the Region where it's located. This streamlines your findings. However, you should turn on CloudTrail in all accounts that deliver logs to the destination bucket. For all accounts except the one that holds the destination bucket, the control status is   No data   . If the bucket is publicly accessible, the check generates a failed finding."
CloudWatch.1,"A log metric filter and alarm should exist for usage of the ""root"" user","PCI DSS v3.2.1/7.2.1, CIS AWS Foundations Benchmark v1.2.0/1.1,CIS AWS Foundations Benchmark v1.2.0/3.3, CIS AWS Foundations Benchmark v1.4.0/1.7,CIS AWS Foundations Benchmark v1.4.0/4.3",Detect > Detection services,Low,"AWS::Logs::MetricFilter   ,   AWS::CloudWatch::Alarm   ,   AWS::CloudTrail::Trail   ,   AWS::SNS::Topic",None (custom Security Hub rule),Periodic,None," The root user has unrestricted access to all services and resources in an AWS account. We highly recommend that you avoid using the root user for daily tasks. Minimizing the use of the root user and adopting the principle of least privilege for access management reduce the risk of accidental changes and unintended disclosure of highly privileged credentials. As a best practice, use your root user credentials only when required to   perform account and service management tasks   . Apply AWS Identity and Access Management (IAM) policies directly to groups and roles but not users. For a tutorial on how to set up an administrator for daily use, see   Creating your first IAM admin user and group   in the   IAM User Guide To run this check, Security Hub uses custom logic to perform the exact audit steps prescribed for control 1.7 in the   CIS AWS Foundations Benchmark v1.4.0   . This control fails if the exact metric filters prescribed by CIS are not used. Additional fields or terms cannot be added to the metric filters."
CloudWatch.2,Ensure a log metric filter and alarm exist for unauthorized API calls,CIS AWS Foundations Benchmark v1.2.0/3.1,Detect > Detection services,Low,"AWS::Logs::MetricFilter   ,   AWS::CloudWatch::Alarm   ,   AWS::CloudTrail::Trail   ,   AWS::SNS::Topic",None (custom Security Hub rule),Periodic,None," You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms. CIS recommends that you create a metric filter and alarm unauthorized API calls. Monitoring unauthorized API calls helps reveal application errors and might reduce time to detect malicious activity. To run this check, Security Hub uses custom logic to perform the exact audit steps prescribed for control 3.1 in the   CIS AWS Foundations Benchmark v1.2   . This control fails if the exact metric filters prescribed by CIS are not used. Additional fields or terms cannot be added to the metric filters."
CloudWatch.3,Ensure a log metric filter and alarm exist for Management Console sign-in without MFA,CIS AWS Foundations Benchmark v1.2.0/3.2,Detect > Detection services,Low,"AWS::Logs::MetricFilter   ,   AWS::CloudWatch::Alarm   ,   AWS::CloudTrail::Trail   ,   AWS::SNS::Topic",None (custom Security Hub rule),Periodic,None," You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms. CIS recommends that you create a metric filter and alarm console logins that aren't protected by MFA. Monitoring for single-factor console logins increases visibility into accounts that aren't protected by MFA. To run this check, Security Hub uses custom logic to perform the exact audit steps prescribed for control 3.2 in the   CIS AWS Foundations Benchmark v1.2   . This control fails if the exact metric filters prescribed by CIS are not used. Additional fields or terms cannot be added to the metric filters."
CloudWatch.4,Ensure a log metric filter and alarm exist for IAM policy changes,"CIS AWS Foundations Benchmark v1.2.0/3.4, CIS AWS Foundations Benchmark v1.4.0/4.4",Detect > Detection services,Low,"AWS::Logs::MetricFilter   ,   AWS::CloudWatch::Alarm   ,   AWS::CloudTrail::Trail   ,   AWS::SNS::Topic",None (custom Security Hub rule),Periodic,None, This control checks whether you monitor API calls in real time by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms. CIS recommends that you create a metric filter and alarm for changes made to IAM policies. Monitoring these changes helps ensure that authentication and authorization controls remain intact.
CloudWatch.5,Ensure a log metric filter and alarm exist for CloudTrail AWS Configuration changes,"CIS AWS Foundations Benchmark v1.2.0/3.5, CIS AWS Foundations Benchmark v1.4.0/4.5",Detect > Detection services,Low,"AWS::Logs::MetricFilter   ,   AWS::CloudWatch::Alarm   ,   AWS::CloudTrail::Trail   ,   AWS::SNS::Topic",None (custom Security Hub rule),Periodic,None," You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms. CIS recommends that you create a metric filter and alarm for changes to CloudTrail configuration settings. Monitoring these changes helps ensure sustained visibility to activities in the account. To run this check, Security Hub uses custom logic to perform the exact audit steps prescribed for control 4.5 in the   CIS AWS Foundations Benchmark v1.4.0   . This control fails if the exact metric filters prescribed by CIS are not used. Additional fields or terms cannot be added to the metric filters."
